Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Accounting_Standard__c,Allocation_Type__c,Allocation__c,Amount_Reference__c,Autonumber__c,Company_Identifier__c,Company_Ledger__c,Company__c,Consolidation_Ledger__c,Default_GL_Account__c,Default_Intercompany__c,Effective_End_Date__c,Effective_Start_Date__c,Expected_Sign__c,ExtId__c,FX_Date_Path__c,FX_Flow__c,GL_Account_Identifier__c,GL_Account_Reference_Value__c,GL_Account__c,Intercompany_Reference_Value__c,Intercompany__c,Line_Type__c,Object_Name__c,Object__c,Raise_Exceptions_for_Blank_Amounts__c,Role__c,Rule_Type__c,Statutory_Ledger__c,SubTransaction_Type__c,Subsidiary_Ledger__c,Suppress_Zero_Amount_Lines__c,Transaction__c,Unique_Key__c
,,,AR-0000001615,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQTct9100000I170a,,,,,a1I1I0000001kO1UAI,,,,Supplier_Payment__c,Supplier Payment,False,,CR,False,Unearned Terms Discount,False,False,Supplier Payment,
,,,AR-0000001616,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQUct9100000I170a,,,,,a1I1I0000001kMjUAI,,,,Supplier_Payment__c,Supplier Payment,False,,DR,False,Prepayment,False,False,Supplier Payment,
,,,AR-0000001617,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQVct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Supplier_Payment__c,Supplier Payment,False,,CR,False,Prepayment,False,False,Supplier Payment,
,,,AR-0000001618,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQWct9100000I170a,,,,Bank_Account__r.GL_Account__c,,,,,Bank_Transaction_Group__c,Bank Transaction Group,False,,DR,False,Credit,False,False,Standard,
,,,AR-0000001619,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQXct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Bank_Transaction_Group__c,Bank Transaction Group,False,,CR,False,Credit,False,False,Standard,
,,,AR-0000001620,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQYct9100000I170a,,,,Bank_Account__r.GL_Account__c,,,,,Bank_Transaction_Group__c,Bank Transaction Group,False,,DR,False,Debit,False,False,Standard,
,,,AR-0000001621,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQZct9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Bank_Transaction_Group__c,Bank Transaction Group,False,,CR,False,Debit,False,False,Standard,
,,,AR-0000001622,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQact9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Logical Purchase Order Receipt,False,False,Logical Purchase Order Receipt,
,,,AR-0000001623,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQbct9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Logical Purchase Order Receipt,False,False,Logical Purchase Order Receipt,
,,,AR-0000001624,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQcct9100000I170a,,,,,a1I1I0000001kNpUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Logical Sales Order Shipment,False,False,Logical Sales Order Shipment,
,,,AR-0000001625,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQdct9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Logical Sales Order Shipment,False,False,Logical Sales Order Shipment,
,,,AR-0000001626,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQect9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Void - Logical Purchase Order Receipt,False,False,Void - Logical Purchase Order Receipt,
,,,AR-0000001627,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQfct9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Void - Logical Purchase Order Receipt,False,False,Void - Logical Purchase Order Receipt,
,,,AR-0000001628,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQgct9100000I170a,,,,,a1I1I0000001kNpUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Logical Sales Order Undo Shipment,False,False,Logical Sales Order Undo Shipment,
,,,AR-0000001629,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQhct9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Logical Sales Order Undo Shipment,False,False,Logical Sales Order Undo Shipment,
,,,AR-0000001630,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQict9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Logical RMA Receipt,False,False,Logical RMA Receipt,
,,,AR-0000001631,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQjct9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Logical RMA Receipt,False,False,Logical RMA Receipt,
,,,AR-0000001632,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQkct9100000I170a,,,,,a1I1I0000001kMhUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Logical Purchase Order Return,False,False,Logical Purchase Order Return,
,,,AR-0000001717,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ7et9100000I170a,,,,,a1I1I0000001kNsUAI,,,Material Cost,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Assembly Scrap,False,False,Work Order Complete,
,,,AR-0000001718,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ8et9100000I170a,,,,,a1I1I0000001kNtUAI,,,Labor Cost,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Assembly Scrap,False,False,Work Order Complete,
,,,AR-0000001719,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ9et9100000I170a,,,,,a1I1I0000001kNvUAI,,,Outside Processing Cost,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Assembly Scrap,False,False,Work Order Complete,
,,,AR-0000001720,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQAet9100000I170a,,,,,a1I1I0000001kNuUAI,,,Overhead Cost,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Assembly Scrap,False,False,Work Order Complete,
,,,AR-0000001703,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQtdt9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Component Return,False,False,Work Order DeKit,
,,,AR-0000001704,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQudt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Component Return,False,False,Work Order DeKit,
,,,AR-0000001705,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQvdt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,a1I1I0000001kNwUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Component Scrap,False,False,Work Order DeKit,
,,,AR-0000001706,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQwdt9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Component Scrap,False,False,Work Order DeKit,
,,,AR-0000001707,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQxdt9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Component Scrap,False,False,Work Order Complete,
,,,AR-0000001708,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQydt9100000I170a,,,,,a1I1I0000001kNwUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Component Scrap,False,False,Work Order Complete,
,,,AR-0000001709,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQzdt9100000I170a,,,,,a1I1I0000001kNsUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Issue From WIP,False,False,Work Order Complete,
,,,AR-0000001710,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ0et9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Issue From WIP,False,False,Work Order Complete,
,,,AR-0000001711,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ1et9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Assembly Completion,False,False,Work Order Complete,
,,,AR-0000001712,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ2et9100000I170a,,,,,a1I1I0000001kNsUAI,,,Material Cost,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Assembly Completion,False,False,Work Order Complete,
,,,AR-0000001713,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ3et9100000I170a,,,,,a1I1I0000001kNtUAI,,,Labor Cost,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Assembly Completion,False,False,Work Order Complete,
,,,AR-0000001714,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ4et9100000I170a,,,,,a1I1I0000001kNvUAI,,,Outside Processing Cost,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Assembly Completion,False,False,Work Order Complete,
,,,AR-0000001715,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ5et9100000I170a,,,,,a1I1I0000001kNuUAI,,,Overhead Cost,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Assembly Completion,False,False,Work Order Complete,
,,,AR-0000001716,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ6et9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,a1I1I0000001kNwUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Assembly Scrap,False,False,Work Order Complete,
,,,AR-0000001722,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQCet9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Return To WIP,False,False,Work Order Uncomplete,
,,,AR-0000001723,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQDet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Assembly Uncompletion,False,False,Work Order Uncomplete,
,,,AR-0000001724,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQEet9100000I170a,,,,,a1I1I0000001kNsUAI,,,Material Cost,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Assembly Uncompletion,False,False,Work Order Uncomplete,
,,,AR-0000001725,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQFet9100000I170a,,,,,a1I1I0000001kNtUAI,,,Labor Cost,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Assembly Uncompletion,False,False,Work Order Uncomplete,
,,,AR-0000001726,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQGet9100000I170a,,,,,a1I1I0000001kNvUAI,,,Outside Processing Cost,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Assembly Uncompletion,False,False,Work Order Uncomplete,
,,,AR-0000001727,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQHet9100000I170a,,,,,a1I1I0000001kNuUAI,,,Overhead Cost,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Assembly Uncompletion,False,False,Work Order Uncomplete,
,,,AR-0000001728,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQIet9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Rounding,False,False,Work Order Complete,
,,,AR-0000001729,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQJet9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Rounding,False,False,Work Order Complete,
,,,AR-0000001730,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQKet9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Rounding,False,False,Work Order Uncomplete,
,,,AR-0000001731,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQLet9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Rounding,False,False,Work Order Uncomplete,
,,,AR-0000001732,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQMet9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Rounding,False,False,Work Order Kit,
,,,AR-0000001733,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQNet9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Rounding,False,False,Work Order Kit,
,,,AR-0000001734,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQOet9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Rounding,False,False,Work Order DeKit,
,,,AR-0000001735,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQPet9100000I170a,,,,,a1I1I0000001kOvUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Rounding,False,False,Work Order DeKit,
,,,AR-0000001736,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQQet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,RMA Receipt,False,False,RMA Receipt,
,,,AR-0000001737,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQRet9100000I170a,,,,,a1I1I0000001kNpUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,RMA Receipt,False,False,RMA Receipt,
,,,AR-0000001721,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQBet9100000I170a,,,,,a1I1I0000001kNsUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Return To WIP,False,False,Work Order Uncomplete,
,,,AR-0000001738,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQSet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,a1I1I0000001kNwUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,RMA Scrap,False,False,RMA Scrap,
,,,AR-0000001739,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQTet9100000I170a,,,,,a1I1I0000001kNpUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,RMA Scrap,False,False,RMA Scrap,
,,,AR-0000001740,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQUet9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Miscellaneous Receipt,False,False,Miscellaneous Receipt,
,,,AR-0000001741,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQVet9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Repair Component Issue,False,False,Work Order Kit,
,,,AR-0000001742,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQWet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Repair Component Issue,False,False,Work Order Kit,
,,,AR-0000001743,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQXet9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Repair Component Issue - Customer,False,False,Work Order Kit,
,,,AR-0000001744,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQYet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Repair Component Return,False,False,Work Order DeKit,
,,,AR-0000001745,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQZet9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Repair Component Return,False,False,Work Order DeKit,
,,,AR-0000001746,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQaet9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Repair Component Return - Customer,False,False,Work Order DeKit,
,,,AR-0000001747,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQbet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,Material,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Repair Assembly Completion,False,False,Work Order Complete,
,,,AR-0000001748,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQcet9100000I170a,,,,,a1I1I0000001kOkUAI,,,Material,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Repair Assembly Completion,False,False,Work Order Complete,
,,,AR-0000001749,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQdet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,Material,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Repair Assembly Completion - Customer,False,False,Work Order Complete,
,,,AR-0000001750,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQeet9100000I170a,,,,,a1I1I0000001kOkUAI,,,Material,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Repair Assembly Uncompletion,False,False,Work Order Uncomplete,
,,,AR-0000001751,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQfet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,Material,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Repair Assembly Uncompletion,False,False,Work Order Uncomplete,
,,,AR-0000001752,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQget9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,Material,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Repair Assembly Uncompletion - Customer,False,False,Work Order Uncomplete,
,,,AR-0000001753,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQhet9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Return Receipt,False,False,Return Receipt,
,,,AR-0000001754,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQiet9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Void - Miscellaneous Receipt,False,False,Void - Miscellaneous Receipt,
,,,AR-0000001755,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQjet9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Void - Miscellaneous Receipt-Rental,False,False,Void - Miscellaneous Receipt,
,,,AR-0000001756,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQket9100000I170a,,,,,a1I1I0000001kNvUAI,,,Outside Processing,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Issue From WIP,False,False,Work Order Complete,
,,,AR-0000001757,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQlet9100000I170a,,,,,a1I1I0000001kMfUAI,,,Outside Processing,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Issue From WIP,False,False,Work Order Complete,
,,,AR-0000001758,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQmet9100000I170a,,,,,a1I1I0000001kMfUAI,,,Outside Processing,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Return To WIP,False,False,Work Order Uncomplete,
,,,AR-0000001759,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQnet9100000I170a,,,,,a1I1I0000001kNvUAI,,,Outside Processing,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Return To WIP,False,False,Work Order Uncomplete,
,,,AR-0000001760,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQoet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,By-Product,False,False,Work Order Complete,
,,,AR-0000001761,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQpet9100000I170a,,,,,a1I1I0000001kNsUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,By-Product,False,False,Work Order Complete,
,,,AR-0000001762,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQqet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Of Ownership,False,False,Work Order Kit,
,,,AR-0000001763,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQret9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Of Ownership,False,False,Work Order Kit,
,,,AR-0000001764,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQset9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Of Ownership,False,False,Work Order Kit,
,,,AR-0000001765,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQtet9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Of Ownership,False,False,Work Order Kit,
,,,AR-0000001766,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQuet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Of Ownership,False,False,Work Order Complete,
,,,AR-0000001767,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQvet9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Of Ownership,False,False,Work Order Complete,
,,,AR-0000001768,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQwet9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Of Ownership,False,False,Work Order Complete,
,,,AR-0000001769,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQxet9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Of Ownership,False,False,Work Order Complete,
