sObject,extID,name,src_ID,dest_ID
Accounting_Rule__c,&QAQLft9100000I170a,AR-0000001793,a071I0000019tfLQAQ,a071I000001oL2NQAU
Accounting_Rule__c,&AAQ0gt9100000I170a,AR-0000001834,a071I0000019tg0QAA,a071I000001oL2OQAU
Accounting_Rule__c,&AAQ1gt9100000I170a,AR-0000001835,a071I0000019tg1QAA,a071I000001oL2PQAU
Accounting_Rule__c,&AAQ2gt9100000I170a,AR-0000001836,a071I0000019tg2QAA,a071I000001oL2QQAU
Accounting_Rule__c,&AAQ3gt9100000I170a,AR-0000001837,a071I0000019tg3QAA,a071I000001oL2RQAU
Accounting_Rule__c,&AAQ4gt9100000I170a,AR-0000001838,a071I0000019tg4QAA,a071I000001oL2SQAU
Accounting_Rule__c,&AAQ5gt9100000I170a,AR-0000001839,a071I0000019tg5QAA,a071I000001oL2TQAU
Accounting_Rule__c,&AAQzft9100000I170a,AR-0000001833,a071I0000019tfzQAA,a071I000001oL2UQAU
Accounting_Rule__c,&AAQ6gt9100000I170a,AR-0000001840,a071I0000019tg6QAA,a071I000001oL2VQAU
Accounting_Rule__c,&AAQ7gt9100000I170a,AR-0000001841,a071I0000019tg7QAA,a071I000001oL2WQAU
Accounting_Rule__c,&AAQ8gt9100000I170a,AR-0000001842,a071I0000019tg8QAA,a071I000001oL2XQAU
Accounting_Rule__c,&AAQ9gt9100000I170a,AR-0000001843,a071I0000019tg9QAA,a071I000001oL2YQAU
Accounting_Rule__c,&QAQAgt9100000I170a,AR-0000001844,a071I0000019tgAQAQ,a071I000001oL2ZQAU
Accounting_Rule__c,&QAQBgt9100000I170a,AR-0000001845,a071I0000019tgBQAQ,a071I000001oL2aQAE
Accounting_Rule__c,&QAQCgt9100000I170a,AR-0000001846,a071I0000019tgCQAQ,a071I000001oL2bQAE
Accounting_Rule__c,&QAQDgt9100000I170a,AR-0000001847,a071I0000019tgDQAQ,a071I000001oL2cQAE
Accounting_Rule__c,&QAQEgt9100000I170a,AR-0000001848,a071I0000019tgEQAQ,a071I000001oL2dQAE
Accounting_Rule__c,&QAQFgt9100000I170a,AR-0000001849,a071I0000019tgFQAQ,a071I000001oL2eQAE
Accounting_Rule__c,&QAQGgt9100000I170a,AR-0000001850,a071I0000019tgGQAQ,a071I000001oL2fQAE
Accounting_Rule__c,&QAQHgt9100000I170a,AR-0000001851,a071I0000019tgHQAQ,a071I000001oL2gQAE
Accounting_Rule__c,&QAQIgt9100000I170a,AR-0000001852,a071I0000019tgIQAQ,a071I000001oL2hQAE
Accounting_Rule__c,&QAQJgt9100000I170a,AR-0000001853,a071I0000019tgJQAQ,a071I000001oL2iQAE
Accounting_Rule__c,&QAQKgt9100000I170a,AR-0000001854,a071I0000019tgKQAQ,a071I000001oL2jQAE
Accounting_Rule__c,&QAQLgt9100000I170a,AR-0000001855,a071I0000019tgLQAQ,a071I000001oL2kQAE
Accounting_Rule__c,&QAQMgt9100000I170a,AR-0000001856,a071I0000019tgMQAQ,a071I000001oL2lQAE
Accounting_Rule__c,&QAQNgt9100000I170a,AR-0000001857,a071I0000019tgNQAQ,a071I000001oL2mQAE
Accounting_Rule__c,&QAQPgt9100000I170a,AR-0000001859,a071I0000019tgPQAQ,a071I000001oL2nQAE
Accounting_Rule__c,&QAQQgt9100000I170a,AR-0000001860,a071I0000019tgQQAQ,a071I000001oL2oQAE
Accounting_Rule__c,&QAQRgt9100000I170a,AR-0000001861,a071I0000019tgRQAQ,a071I000001oL2pQAE
Accounting_Rule__c,&QAQSgt9100000I170a,AR-0000001862,a071I0000019tgSQAQ,a071I000001oL2qQAE
Accounting_Rule__c,&QAQTgt9100000I170a,AR-0000001863,a071I0000019tgTQAQ,a071I000001oL2rQAE
Accounting_Rule__c,&QAQUgt9100000I170a,AR-0000001864,a071I0000019tgUQAQ,a071I000001oL2sQAE
Accounting_Rule__c,&QAQVgt9100000I170a,AR-0000001865,a071I0000019tgVQAQ,a071I000001oL2tQAE
Accounting_Rule__c,&QAQWgt9100000I170a,AR-0000001866,a071I0000019tgWQAQ,a071I000001oL2uQAE
Accounting_Rule__c,&QAQXgt9100000I170a,AR-0000001867,a071I0000019tgXQAQ,a071I000001oL2vQAE
Accounting_Rule__c,&QAQOgt9100000I170a,AR-0000001858,a071I0000019tgOQAQ,a071I000001oL2wQAE
Accounting_Rule__c,&QAQMft9100000I170a,AR-0000001794,a071I0000019tfMQAQ,a071I000001oL2xQAE
Accounting_Rule__c,&QAQNft9100000I170a,AR-0000001795,a071I0000019tfNQAQ,a071I000001oL2yQAE
Accounting_Rule__c,&QAQOft9100000I170a,AR-0000001796,a071I0000019tfOQAQ,a071I000001oL2zQAE
Accounting_Rule__c,&QAQPft9100000I170a,AR-0000001797,a071I0000019tfPQAQ,a071I000001oL30QAE
Accounting_Rule__c,&QAQQft9100000I170a,AR-0000001798,a071I0000019tfQQAQ,a071I000001oL31QAE
Accounting_Rule__c,&QAQRft9100000I170a,AR-0000001799,a071I0000019tfRQAQ,a071I000001oL32QAE
Accounting_Rule__c,&QAQSft9100000I170a,AR-0000001800,a071I0000019tfSQAQ,a071I000001oL33QAE
Accounting_Rule__c,&QAQWft9100000I170a,AR-0000001804,a071I0000019tfWQAQ,a071I000001oL34QAE
Accounting_Rule__c,&QAQXft9100000I170a,AR-0000001805,a071I0000019tfXQAQ,a071I000001oL35QAE
Accounting_Rule__c,&QAQYft9100000I170a,AR-0000001806,a071I0000019tfYQAQ,a071I000001oL36QAE
Accounting_Rule__c,&QAQZft9100000I170a,AR-0000001807,a071I0000019tfZQAQ,a071I000001oL37QAE
Accounting_Rule__c,&AAQaft9100000I170a,AR-0000001808,a071I0000019tfaQAA,a071I000001oL38QAE
Accounting_Rule__c,&AAQbft9100000I170a,AR-0000001809,a071I0000019tfbQAA,a071I000001oL39QAE
Accounting_Rule__c,&AAQcft9100000I170a,AR-0000001810,a071I0000019tfcQAA,a071I000001oL3AQAU
Accounting_Rule__c,&AAQdft9100000I170a,AR-0000001811,a071I0000019tfdQAA,a071I000001oL3BQAU
Accounting_Rule__c,&QAQTft9100000I170a,AR-0000001801,a071I0000019tfTQAQ,a071I000001oL3CQAU
Accounting_Rule__c,&QAQUft9100000I170a,AR-0000001802,a071I0000019tfUQAQ,a071I000001oL3DQAU
Accounting_Rule__c,&QAQVft9100000I170a,AR-0000001803,a071I0000019tfVQAQ,a071I000001oL3EQAU
Accounting_Rule__c,&QAQYgt9100000I170a,AR-0000001868,a071I0000019tgYQAQ,a071I000001oL3FQAU
Accounting_Rule__c,&QAQZgt9100000I170a,AR-0000001869,a071I0000019tgZQAQ,a071I000001oL3GQAU
Accounting_Rule__c,&AAQagt9100000I170a,AR-0000001870,a071I0000019tgaQAA,a071I000001oL3HQAU
Accounting_Rule__c,&AAQbgt9100000I170a,AR-0000001871,a071I0000019tgbQAA,a071I000001oL3IQAU
Accounting_Rule__c,&AAQcgt9100000I170a,AR-0000001872,a071I0000019tgcQAA,a071I000001oL3JQAU
Accounting_Rule__c,&AAQdgt9100000I170a,AR-0000001873,a071I0000019tgdQAA,a071I000001oL3KQAU
Accounting_Rule__c,&AAQegt9100000I170a,AR-0000001874,a071I0000019tgeQAA,a071I000001oL3LQAU
Accounting_Rule__c,&AAQfgt9100000I170a,AR-0000001875,a071I0000019tgfQAA,a071I000001oL3MQAU
Accounting_Rule__c,&AAQggt9100000I170a,AR-0000001876,a071I0000019tggQAA,a071I000001oL3NQAU
Accounting_Rule__c,&AAQhgt9100000I170a,AR-0000001877,a071I0000019tghQAA,a071I000001oL3OQAU
Accounting_Rule__c,&AAQeft9100000I170a,AR-0000001812,a071I0000019tfeQAA,a071I000001oL3PQAU
Accounting_Rule__c,&AAQfft9100000I170a,AR-0000001813,a071I0000019tffQAA,a071I000001oL3QQAU
Accounting_Rule__c,&AAQgft9100000I170a,AR-0000001814,a071I0000019tfgQAA,a071I000001oL3RQAU
Accounting_Rule__c,&AAQhft9100000I170a,AR-0000001815,a071I0000019tfhQAA,a071I000001oL3SQAU
Accounting_Rule__c,&AAQift9100000I170a,AR-0000001816,a071I0000019tfiQAA,a071I000001oL3TQAU
Accounting_Rule__c,&AAQjft9100000I170a,AR-0000001817,a071I0000019tfjQAA,a071I000001oL3UQAU
Accounting_Rule__c,&AAQkft9100000I170a,AR-0000001818,a071I0000019tfkQAA,a071I000001oL3VQAU
Accounting_Rule__c,&AAQlft9100000I170a,AR-0000001819,a071I0000019tflQAA,a071I000001oL3WQAU
Accounting_Rule__c,&AAQmft9100000I170a,AR-0000001820,a071I0000019tfmQAA,a071I000001oL3XQAU
Accounting_Rule__c,&AAQnft9100000I170a,AR-0000001821,a071I0000019tfnQAA,a071I000001oL3YQAU
Accounting_Rule__c,&AAQoft9100000I170a,AR-0000001822,a071I0000019tfoQAA,a071I000001oL3ZQAU
Accounting_Rule__c,&AAQpft9100000I170a,AR-0000001823,a071I0000019tfpQAA,a071I000001oL3aQAE
Accounting_Rule__c,&AAQqft9100000I170a,AR-0000001824,a071I0000019tfqQAA,a071I000001oL3bQAE
Accounting_Rule__c,&AAQrft9100000I170a,AR-0000001825,a071I0000019tfrQAA,a071I000001oL3cQAE
Accounting_Rule__c,&AAQsft9100000I170a,AR-0000001826,a071I0000019tfsQAA,a071I000001oL3dQAE
Accounting_Rule__c,&AAQtft9100000I170a,AR-0000001827,a071I0000019tftQAA,a071I000001oL3eQAE
Accounting_Rule__c,&AAQuft9100000I170a,AR-0000001828,a071I0000019tfuQAA,a071I000001oL3fQAE
Accounting_Rule__c,&AAQvft9100000I170a,AR-0000001829,a071I0000019tfvQAA,a071I000001oL3gQAE
Accounting_Rule__c,&AAQwft9100000I170a,AR-0000001830,a071I0000019tfwQAA,a071I000001oL3hQAE
Accounting_Rule__c,&AAQxft9100000I170a,AR-0000001831,a071I0000019tfxQAA,a071I000001oL3iQAE
Accounting_Rule__c,&AAQyft9100000I170a,AR-0000001832,a071I0000019tfyQAA,a071I000001oL3jQAE
Accounting_Rule__c,&AAQlct9100000I170a,AR-0000001633,a071I0000019tclQAA,a071I000001oL3kQAE
Accounting_Rule__c,&AAQmct9100000I170a,AR-0000001634,a071I0000019tcmQAA,a071I000001oL3lQAE
Accounting_Rule__c,&AAQnct9100000I170a,AR-0000001635,a071I0000019tcnQAA,a071I000001oL3mQAE
Accounting_Rule__c,&AAQoct9100000I170a,AR-0000001636,a071I0000019tcoQAA,a071I000001oL3nQAE
Accounting_Rule__c,&AAQpct9100000I170a,AR-0000001637,a071I0000019tcpQAA,a071I000001oL3oQAE
Accounting_Rule__c,&AAQqct9100000I170a,AR-0000001638,a071I0000019tcqQAA,a071I000001oL3pQAE
Accounting_Rule__c,&AAQrct9100000I170a,AR-0000001639,a071I0000019tcrQAA,a071I000001oL3qQAE
Accounting_Rule__c,&AAQsct9100000I170a,AR-0000001640,a071I0000019tcsQAA,a071I000001oL3rQAE
Accounting_Rule__c,&AAQtct9100000I170a,AR-0000001641,a071I0000019tctQAA,a071I000001oL3sQAE
Accounting_Rule__c,&AAQuct9100000I170a,AR-0000001642,a071I0000019tcuQAA,a071I000001oL3tQAE
Accounting_Rule__c,&AAQvct9100000I170a,AR-0000001643,a071I0000019tcvQAA,a071I000001oL3uQAE
Accounting_Rule__c,&AAQwct9100000I170a,AR-0000001644,a071I0000019tcwQAA,a071I000001oL3vQAE
Accounting_Rule__c,&AAQxct9100000I170a,AR-0000001645,a071I0000019tcxQAA,a071I000001oL3wQAE
Accounting_Rule__c,&AAQyct9100000I170a,AR-0000001646,a071I0000019tcyQAA,a071I000001oL3xQAE
Accounting_Rule__c,&AAQzct9100000I170a,AR-0000001647,a071I0000019tczQAA,a071I000001oL3yQAE
Accounting_Rule__c,&AAQ0dt9100000I170a,AR-0000001648,a071I0000019td0QAA,a071I000001oL3zQAE
Accounting_Rule__c,&AAQ2dt9100000I170a,AR-0000001650,a071I0000019td2QAA,a071I000001oL40QAE
Accounting_Rule__c,&AAQ3dt9100000I170a,AR-0000001651,a071I0000019td3QAA,a071I000001oL41QAE
Accounting_Rule__c,&AAQ4dt9100000I170a,AR-0000001652,a071I0000019td4QAA,a071I000001oL42QAE
Accounting_Rule__c,&AAQ5dt9100000I170a,AR-0000001653,a071I0000019td5QAA,a071I000001oL43QAE
Accounting_Rule__c,&AAQ6dt9100000I170a,AR-0000001654,a071I0000019td6QAA,a071I000001oL44QAE
Accounting_Rule__c,&AAQ7dt9100000I170a,AR-0000001655,a071I0000019td7QAA,a071I000001oL45QAE
Accounting_Rule__c,&AAQ8dt9100000I170a,AR-0000001656,a071I0000019td8QAA,a071I000001oL46QAE
Accounting_Rule__c,&AAQ9dt9100000I170a,AR-0000001657,a071I0000019td9QAA,a071I000001oL47QAE
Accounting_Rule__c,&QAQAdt9100000I170a,AR-0000001658,a071I0000019tdAQAQ,a071I000001oL48QAE
Accounting_Rule__c,&QAQBdt9100000I170a,AR-0000001659,a071I0000019tdBQAQ,a071I000001oL49QAE
Accounting_Rule__c,&QAQCdt9100000I170a,AR-0000001660,a071I0000019tdCQAQ,a071I000001oL4AQAU
Accounting_Rule__c,&QAQDdt9100000I170a,AR-0000001661,a071I0000019tdDQAQ,a071I000001oL4BQAU
Accounting_Rule__c,&QAQEdt9100000I170a,AR-0000001662,a071I0000019tdEQAQ,a071I000001oL4CQAU
Accounting_Rule__c,&QAQFdt9100000I170a,AR-0000001663,a071I0000019tdFQAQ,a071I000001oL4DQAU
Accounting_Rule__c,&QAQGdt9100000I170a,AR-0000001664,a071I0000019tdGQAQ,a071I000001oL4EQAU
Accounting_Rule__c,&QAQHdt9100000I170a,AR-0000001665,a071I0000019tdHQAQ,a071I000001oL4FQAU
Accounting_Rule__c,&QAQIdt9100000I170a,AR-0000001666,a071I0000019tdIQAQ,a071I000001oL4GQAU
Accounting_Rule__c,&AAQ1dt9100000I170a,AR-0000001649,a071I0000019td1QAA,a071I000001oL4HQAU
Accounting_Rule__c,&QAQKdt9100000I170a,AR-0000001668,a071I0000019tdKQAQ,a071I000001oL4IQAU
Accounting_Rule__c,&QAQLdt9100000I170a,AR-0000001669,a071I0000019tdLQAQ,a071I000001oL4JQAU
Accounting_Rule__c,&QAQMdt9100000I170a,AR-0000001670,a071I0000019tdMQAQ,a071I000001oL4KQAU
Accounting_Rule__c,&QAQNdt9100000I170a,AR-0000001671,a071I0000019tdNQAQ,a071I000001oL4LQAU
Accounting_Rule__c,&QAQOdt9100000I170a,AR-0000001672,a071I0000019tdOQAQ,a071I000001oL4MQAU
Accounting_Rule__c,&QAQPdt9100000I170a,AR-0000001673,a071I0000019tdPQAQ,a071I000001oL4NQAU
Accounting_Rule__c,&QAQQdt9100000I170a,AR-0000001674,a071I0000019tdQQAQ,a071I000001oL4OQAU
Accounting_Rule__c,&QAQRdt9100000I170a,AR-0000001675,a071I0000019tdRQAQ,a071I000001oL4PQAU
Accounting_Rule__c,&QAQSdt9100000I170a,AR-0000001676,a071I0000019tdSQAQ,a071I000001oL4QQAU
Accounting_Rule__c,&QAQTdt9100000I170a,AR-0000001677,a071I0000019tdTQAQ,a071I000001oL4RQAU
Accounting_Rule__c,&QAQUdt9100000I170a,AR-0000001678,a071I0000019tdUQAQ,a071I000001oL4SQAU
Accounting_Rule__c,&QAQVdt9100000I170a,AR-0000001679,a071I0000019tdVQAQ,a071I000001oL4TQAU
Accounting_Rule__c,&QAQWdt9100000I170a,AR-0000001680,a071I0000019tdWQAQ,a071I000001oL4UQAU
Accounting_Rule__c,&QAQXdt9100000I170a,AR-0000001681,a071I0000019tdXQAQ,a071I000001oL4VQAU
Accounting_Rule__c,&QAQYdt9100000I170a,AR-0000001682,a071I0000019tdYQAQ,a071I000001oL4WQAU
Accounting_Rule__c,&QAQJdt9100000I170a,AR-0000001667,a071I0000019tdJQAQ,a071I000001oL4XQAU
Accounting_Rule__c,&QAQZdt9100000I170a,AR-0000001683,a071I0000019tdZQAQ,a071I000001oL4YQAU
Accounting_Rule__c,&AAQadt9100000I170a,AR-0000001684,a071I0000019tdaQAA,a071I000001oL4ZQAU
Accounting_Rule__c,&AAQbdt9100000I170a,AR-0000001685,a071I0000019tdbQAA,a071I000001oL4aQAE
Accounting_Rule__c,&AAQcdt9100000I170a,AR-0000001686,a071I0000019tdcQAA,a071I000001oL4bQAE
Accounting_Rule__c,&AAQddt9100000I170a,AR-0000001687,a071I0000019tddQAA,a071I000001oL4cQAE
Accounting_Rule__c,&AAQedt9100000I170a,AR-0000001688,a071I0000019tdeQAA,a071I000001oL4dQAE
Accounting_Rule__c,&AAQfdt9100000I170a,AR-0000001689,a071I0000019tdfQAA,a071I000001oL4eQAE
Accounting_Rule__c,&AAQgdt9100000I170a,AR-0000001690,a071I0000019tdgQAA,a071I000001oL4fQAE
Accounting_Rule__c,&AAQhdt9100000I170a,AR-0000001691,a071I0000019tdhQAA,a071I000001oL4gQAE
Accounting_Rule__c,&AAQidt9100000I170a,AR-0000001692,a071I0000019tdiQAA,a071I000001oL4hQAE
Accounting_Rule__c,&AAQjdt9100000I170a,AR-0000001693,a071I0000019tdjQAA,a071I000001oL4iQAE
Accounting_Rule__c,&AAQkdt9100000I170a,AR-0000001694,a071I0000019tdkQAA,a071I000001oL4jQAE
Accounting_Rule__c,&AAQldt9100000I170a,AR-0000001695,a071I0000019tdlQAA,a071I000001oL4kQAE
Accounting_Rule__c,&AAQmdt9100000I170a,AR-0000001696,a071I0000019tdmQAA,a071I000001oL4lQAE
Accounting_Rule__c,&AAQndt9100000I170a,AR-0000001697,a071I0000019tdnQAA,a071I000001oL4mQAE
Accounting_Rule__c,&AAQodt9100000I170a,AR-0000001698,a071I0000019tdoQAA,a071I000001oL4nQAE
Accounting_Rule__c,&AAQpdt9100000I170a,AR-0000001699,a071I0000019tdpQAA,a071I000001oL4oQAE
Accounting_Rule__c,&AAQqdt9100000I170a,AR-0000001700,a071I0000019tdqQAA,a071I000001oL4pQAE
Accounting_Rule__c,&AAQrdt9100000I170a,AR-0000001701,a071I0000019tdrQAA,a071I000001oL4qQAE
Accounting_Rule__c,&AAQsdt9100000I170a,AR-0000001702,a071I0000019tdsQAA,a071I000001oL4rQAE
GL_Account__c,&IAUqMk1000000I1I1a,153000 - Computer Software,a1I1I0000001kMqUAI,a1I1I000001NHc9UAG
GL_Account__c,&IAUrMk1000000I1I1a,154000 - Vehicles,a1I1I0000001kMrUAI,a1I1I000001NHcAUAW
GL_Account__c,&IAUsMk1000000I1I1a,155000 - Leasehold Improvements,a1I1I0000001kMsUAI,a1I1I000001NHcBUAW
GL_Account__c,&IAUtMk1000000I1I1a,156000 - Buildings,a1I1I0000001kMtUAI,a1I1I000001NHcCUAW
GL_Account__c,&IAUuMk1000000I1I1a,157000 - Building Improvements,a1I1I0000001kMuUAI,a1I1I000001NHcDUAW
GL_Account__c,&IAUvMk1000000I1I1a,160000 - Land,a1I1I0000001kMvUAI,a1I1I000001NHcEUAW
GL_Account__c,&IAUwMk1000000I1I1a,160400 - Unclassified Assets,a1I1I0000001kMwUAI,a1I1I000001NHcFUAW
GL_Account__c,&IAUxMk1000000I1I1a,160499 - FA Clearing Account,a1I1I0000001kMxUAI,a1I1I000001NHcGUAW
GL_Account__c,&IAUyMk1000000I1I1a,160500 - Construction In Progress,a1I1I0000001kMyUAI,a1I1I000001NHcHUAW
GL_Account__c,&IAUzMk1000000I1I1a,165000 - Organization Costs,a1I1I0000001kMzUAI,a1I1I000001NHcIUAW
GL_Account__c,&IAU0Nk1000000I1I1a,165100 - Notes Receivable - Long-term,a1I1I0000001kN0UAI,a1I1I000001NHcJUAW
GL_Account__c,&IAU1Nk1000000I1I1a,165200 - Interco Investments,a1I1I0000001kN1UAI,a1I1I000001NHcKUAW
GL_Account__c,&IAU2Nk1000000I1I1a,165300 - Other Non-current Assets,a1I1I0000001kN2UAI,a1I1I000001NHcLUAW
GL_Account__c,&IAU3Nk1000000I1I1a,170000 - Accumulated Depreciation - Furniture and Fixtures,a1I1I0000001kN3UAI,a1I1I000001NHcMUAW
GL_Account__c,&IAU4Nk1000000I1I1a,171000 - Accumulated Depreciation - Equipment,a1I1I0000001kN4UAI,a1I1I000001NHcNUAW
GL_Account__c,&IAU5Nk1000000I1I1a,172000 - Accumulated Depreciation - Computer Hardware,a1I1I0000001kN5UAI,a1I1I000001NHcOUAW
GL_Account__c,&IAU6Nk1000000I1I1a,173000 - Accumulated Depreciation - Computer Software,a1I1I0000001kN6UAI,a1I1I000001NHcPUAW
GL_Account__c,&IAU7Nk1000000I1I1a,174000 - Accumulated Depreciation - Vehicles,a1I1I0000001kN7UAI,a1I1I000001NHcQUAW
GL_Account__c,&IAU8Nk1000000I1I1a,175000 - Accumulated Depreciation - Leasehold,a1I1I0000001kN8UAI,a1I1I000001NHcRUAW
GL_Account__c,&IAU9Nk1000000I1I1a,176000 - Accumulated Depreciation - Buildings,a1I1I0000001kN9UAI,a1I1I000001NHcSUAW
GL_Account__c,&YAUANk1000000I1I1a,177000 - Accumulated Depreciation - Building Improvements,a1I1I0000001kNAUAY,a1I1I000001NHcTUAW
GL_Account__c,&YAUBNk1000000I1I1a,190500 - Accumulated Amortization - Organization Costs,a1I1I0000001kNBUAY,a1I1I000001NHcUUAW
GL_Account__c,&YAUCNk1000000I1I1a,200000 - Accounts Payable,a1I1I0000001kNCUAY,a1I1I000001NHcVUAW
GL_Account__c,&YAUDNk1000000I1I1a,212000 - Interco Accounts Payable,a1I1I0000001kNDUAY,a1I1I000001NHcWUAW
GL_Account__c,&YAUENk1000000I1I1a,220000 - Goods Received Not Invoiced,a1I1I0000001kNEUAY,a1I1I000001NHcXUAW
GL_Account__c,&YAUFNk1000000I1I1a,230000 - Accrued Expenses,a1I1I0000001kNFUAY,a1I1I000001NHcYUAW
GL_Account__c,&YAUGNk1000000I1I1a,230500 - Allowances Payable,a1I1I0000001kNGUAY,a1I1I000001NHcZUAW
GL_Account__c,&YAUHNk1000000I1I1a,231000 - Sales Tax Payable,a1I1I0000001kNHUAY,a1I1I000001NHcaUAG
GL_Account__c,&YAUINk1000000I1I1a,231500 - VAT Payable,a1I1I0000001kNIUAY,a1I1I000001NHcbUAG
GL_Account__c,&YAUJNk1000000I1I1a,232000 - Wages Payable,a1I1I0000001kNJUAY,a1I1I000001NHccUAG
GL_Account__c,&IAU6Ok1000000I1I1a,600400 - Vacation Pay,a1I1I0000001kO6UAI,a1I1I000001NHcdUAG
GL_Account__c,&IAU7Ok1000000I1I1a,600500 - Holiday Pay,a1I1I0000001kO7UAI,a1I1I000001NHceUAG
GL_Account__c,&IAU8Ok1000000I1I1a,600600 - Personal Time Off,a1I1I0000001kO8UAI,a1I1I000001NHcfUAG
GL_Account__c,&IAU9Ok1000000I1I1a,600700 - Contract Labor,a1I1I0000001kO9UAI,a1I1I000001NHcgUAG
GL_Account__c,&IAU5Ok1000000I1I1a,600300 - Commissions,a1I1I0000001kO5UAI,a1I1I000001NHchUAG
GL_Account__c,&YAUAOk1000000I1I1a,600900 - Payroll Employer Taxes,a1I1I0000001kOAUAY,a1I1I000001NHciUAG
GL_Account__c,&YAUBOk1000000I1I1a,610000 - Benefits Expense,a1I1I0000001kOBUAY,a1I1I000001NHcjUAG
GL_Account__c,&YAUCOk1000000I1I1a,610100 - Health Insurance,a1I1I0000001kOCUAY,a1I1I000001NHckUAG
GL_Account__c,&YAUDOk1000000I1I1a,610200 - Retirement Contributions,a1I1I0000001kODUAY,a1I1I000001NHclUAG
GL_Account__c,&YAUEOk1000000I1I1a,610300 - Workers Compensation,a1I1I0000001kOEUAY,a1I1I000001NHcmUAG
GL_Account__c,&YAUFOk1000000I1I1a,620000 - Travel,a1I1I0000001kOFUAY,a1I1I000001NHcnUAG
GL_Account__c,&YAUGOk1000000I1I1a,620100 - Lodging,a1I1I0000001kOGUAY,a1I1I000001NHcoUAG
GL_Account__c,&YAUHOk1000000I1I1a,620200 - Meals,a1I1I0000001kOHUAY,a1I1I000001NHcpUAG
GL_Account__c,&YAUIOk1000000I1I1a,620300 - Entertainment,a1I1I0000001kOIUAY,a1I1I000001NHcqUAG
GL_Account__c,&YAUJOk1000000I1I1a,630000 - Rent,a1I1I0000001kOJUAY,a1I1I000001NHcrUAG
GL_Account__c,&YAUKOk1000000I1I1a,630100 - Building Maintenance,a1I1I0000001kOKUAY,a1I1I000001NHcsUAG
GL_Account__c,&YAULOk1000000I1I1a,630200 - Utilities Expense,a1I1I0000001kOLUAY,a1I1I000001NHctUAG
GL_Account__c,&YAUMOk1000000I1I1a,630300 - Telephone Expense,a1I1I0000001kOMUAY,a1I1I000001NHcuUAG
GL_Account__c,&YAUNOk1000000I1I1a,630400 - Other Operating Expense,a1I1I0000001kONUAY,a1I1I000001NHcvUAG
GL_Account__c,&YAUOOk1000000I1I1a,630500 - Equipment Lease Expense,a1I1I0000001kOOUAY,a1I1I000001NHcwUAG
GL_Account__c,&YAUPOk1000000I1I1a,630600 - General Equipment Repairs,a1I1I0000001kOPUAY,a1I1I000001NHcxUAG
GL_Account__c,&YAUQOk1000000I1I1a,630700 - Equipment Maintenance,a1I1I0000001kOQUAY,a1I1I000001NHcyUAG
GL_Account__c,&YAUROk1000000I1I1a,630800 - Charitable Contributions,a1I1I0000001kORUAY,a1I1I000001NHczUAG
GL_Account__c,&YAUSOk1000000I1I1a,635000 - Research & Development,a1I1I0000001kOSUAY,a1I1I000001NHd0UAG
GL_Account__c,&YAUTOk1000000I1I1a,640000 - Advertising / Marketing Expense,a1I1I0000001kOTUAY,a1I1I000001NHd1UAG
GL_Account__c,&YAUUOk1000000I1I1a,640100 - Outgoing Freight Expense,a1I1I0000001kOUUAY,a1I1I000001NHd2UAG
GL_Account__c,&YAUVOk1000000I1I1a,640200 - Inventory Damaged Goods,a1I1I0000001kOVUAY,a1I1I000001NHd3UAG
GL_Account__c,&YAUWOk1000000I1I1a,650000 - Insurance Expense,a1I1I0000001kOWUAY,a1I1I000001NHd4UAG
GL_Account__c,&YAUXOk1000000I1I1a,650100 - Auto Insurance,a1I1I0000001kOXUAY,a1I1I000001NHd5UAG
GL_Account__c,&YAUYOk1000000I1I1a,650200 - Building Insurance,a1I1I0000001kOYUAY,a1I1I000001NHd6UAG
GL_Account__c,&YAUZOk1000000I1I1a,650300 - General Liability Insurance,a1I1I0000001kOZUAY,a1I1I000001NHd7UAG
GL_Account__c,&IAUaOk1000000I1I1a,650400 - Property Insurance,a1I1I0000001kOaUAI,a1I1I000001NHd8UAG
GL_Account__c,&IAUbOk1000000I1I1a,660000 - Professional Fees,a1I1I0000001kObUAI,a1I1I000001NHd9UAG
GL_Account__c,&IAUcOk1000000I1I1a,660100 - Professional Fees - Legal,a1I1I0000001kOcUAI,a1I1I000001NHdAUAW
GL_Account__c,&IAUdOk1000000I1I1a,660200 - Professional Fees - Accounting,a1I1I0000001kOdUAI,a1I1I000001NHdBUAW
GL_Account__c,&IAUeOk1000000I1I1a,660300 - Professional Fees - Consulting,a1I1I0000001kOeUAI,a1I1I000001NHdCUAW
GL_Account__c,&IAUfOk1000000I1I1a,670000 - Other Administrative Expense,a1I1I0000001kOfUAI,a1I1I000001NHdDUAW
GL_Account__c,&IAUgOk1000000I1I1a,670100 - Bank Charges,a1I1I0000001kOgUAI,a1I1I000001NHdEUAW
GL_Account__c,&IAUhOk1000000I1I1a,670200 - Bad Debt Expense,a1I1I0000001kOhUAI,a1I1I000001NHdFUAW
GL_Account__c,&IAUiOk1000000I1I1a,670300 - Dues & Subscriptions,a1I1I0000001kOiUAI,a1I1I000001NHdGUAW
GL_Account__c,&IAUkOk1000000I1I1a,670500 - Warranty Expense,a1I1I0000001kOkUAI,a1I1I000001NHdHUAW
